,treated,age,educ,black,married,nodegree,re74,re75,re78,hisp,age2,age3,educ2,re742,re752
50,-1,46,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2116,97336,256,668859712.0,637236736.0
51,-1,42,12,0,1,0,0.0,3931.54833984375,14518.6640625,0,1764,74088,144,0.0,15457072.0
52,-1,46,12,0,1,0,20354.822265625,24445.064453125,25564.669921875,0,2116,97336,144,414318784.0,597561152.0
53,-1,55,18,0,1,0,25862.322265625,25243.548828125,25304.58984375,0,3025,166375,324,668859712.0,637236736.0
54,-1,55,18,0,1,0,25862.322265625,23632.2578125,25564.669921875,0,3025,166375,324,668859712.0,558483584.0
55,-1,46,8,0,1,1,22778.435546875,25243.548828125,25564.669921875,0,2116,97336,64,518857120.0,637236736.0
56,-1,55,14,0,1,0,0.0,0.0,0.0,0,3025,166375,196,0.0,0.0
57,-1,55,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,3025,166375,196,668859712.0,637236736.0
58,-1,55,14,0,1,0,13714.8671875,23274.193359375,19321.275390625,0,3025,166375,196,188097584.0,541688064.0
59,-1,55,14,0,1,0,8393.4990234375,19036.5,10639.630859375,0,3025,166375,196,70450824.0,362388320.0
60,-1,49,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2401,117649,324,668859712.0,637236736.0
61,-1,55,13,0,1,0,13738.37890625,13024.5966796875,5989.2255859375,0,3025,166375,169,188743056.0,169640112.0
62,-1,55,12,0,1,0,23334.8671875,23612.564453125,24834.671875,0,3025,166375,144,544516032.0,557553216.0
63,-1,55,12,0,1,0,25627.208984375,17298.09765625,25564.669921875,0,3025,166375,144,656753856.0,299224192.0
64,-1,55,12,0,1,0,23262.375,23401.306640625,0.0,0,3025,166375,144,541138112.0,547621184.0
65,-1,49,15,0,1,0,25862.322265625,25243.548828125,9238.74609375,0,2401,117649,225,668859712.0,637236736.0
66,-1,52,16,0,1,0,8961.6865234375,22427.37109375,24310.080078125,0,2704,140608,256,80311824.0,502986976.0
67,-1,49,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2401,117649,169,668859712.0,637236736.0
68,-1,52,15,0,1,0,0.0,0.0,0.0,0,2704,140608,225,0.0,0.0
69,-1,49,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2401,117649,144,668859712.0,637236736.0
70,-1,49,12,0,1,0,0.0,0.0,0.0,0,2401,117649,144,0.0,0.0
71,-1,52,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2704,140608,196,668859712.0,637236736.0
72,-1,52,13,0,1,0,25470.46875,25241.7578125,23429.35546875,0,2704,140608,169,648744768.0,637146368.0
73,-1,52,12,0,1,0,16432.37109375,19664.90234375,21861.486328125,0,2704,140608,144,270022816.0,386708384.0
74,-1,45,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2025,91125,196,668859712.0,637236736.0
75,-1,49,3,0,1,1,5327.24658203125,8240.8544921875,13042.4150390625,1,2401,117649,9,28379556.0,67911680.0
76,-1,40,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,1600,64000,169,668859712.0,637236736.0
77,-1,48,18,0,1,0,9651.3486328125,784.1613159179691,17348.509765625,0,2304,110592,324,93148528.0,614909.0
78,-1,48,18,0,1,0,25862.322265625,25241.7578125,25564.669921875,0,2304,110592,324,668859712.0,637146368.0
79,-1,54,18,0,1,0,19412.416015625,18189.677734375,16716.04296875,0,2916,157464,324,376841888.0,330864384.0
80,-1,48,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2304,110592,256,668859712.0,637236736.0
81,-1,54,16,0,1,0,11069.857421875,10741.935546875,0.0,0,2916,157464,256,122541744.0,115389176.0
82,-1,48,13,0,1,0,0.0,0.0,0.0,0,2304,110592,169,0.0,0.0
83,-1,51,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2601,132651,324,668859712.0,637236736.0
84,-1,51,18,0,1,0,8889.193359375,24437.90234375,11489.32421875,0,2601,132651,324,79017760.0,597211072.0
85,-1,48,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2304,110592,144,668859712.0,637236736.0
86,-1,48,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2304,110592,144,668859712.0,637236736.0
87,-1,51,16,0,1,0,0.0,0.0,0.0,0,2601,132651,256,0.0,0.0
88,-1,54,12,0,1,0,19919.865234375,19374.87109375,20312.830078125,0,2916,157464,144,396801024.0,375385632.0
89,-1,54,12,0,1,0,25862.322265625,25243.548828125,23244.638671875,0,2916,157464,144,668859712.0,637236736.0
90,-1,54,12,0,1,0,12678.4150390625,12478.548828125,15923.9814453125,0,2916,157464,144,160742208.0,155714176.0
91,-1,54,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2916,157464,144,668859712.0,637236736.0
92,-1,51,15,0,1,0,12788.134765625,12992.37109375,7415.23193359375,0,2601,132651,225,163536384.0,168801712.0
93,-1,51,14,0,1,0,22345.4375,25243.548828125,24245.060546875,0,2601,132651,196,499318592.0,637236736.0
94,-1,44,12,0,1,0,25862.322265625,25055.564453125,25564.669921875,0,1936,85184,144,668859712.0,627781312.0
95,-1,51,12,0,1,0,21236.4921875,17949.7734375,22204.3203125,0,2601,132651,144,450988608.0,322194368.0
96,-1,51,12,0,1,0,25862.322265625,25243.548828125,215.748077392578,0,2601,132651,144,668859712.0,637236736.0
97,-1,51,8,0,1,1,20221.591796875,14548.1611328125,6921.67138671875,0,2601,132651,64,408912768.0,211648992.0
98,-1,51,8,0,1,1,9847.275390625,10756.2578125,10635.1982421875,0,2601,132651,64,96968832.0,115697080.0
99,-1,51,3,0,1,1,13246.6025390625,11964.7255859375,12605.0078125,1,2601,132651,9,175472480.0,143154656.0
100,-1,43,16,0,1,0,17182.76953125,22568.806640625,19968.51953125,0,1849,79507,256,295247584.0,509351040.0
101,-1,43,15,0,1,0,2121.88598632812,3260.17749023438,0.0,0,1849,79507,225,4502400.0,10628757.0
102,-1,47,14,0,1,0,19714.142578125,18368.708984375,4317.9169921875,0,2209,103823,196,388647424.0,337409472.0
103,-1,38,12,0,1,0,17312.08203125,15957.1455078125,0.0,0,1444,54872,144,299708192.0,254630496.0
104,-1,47,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2209,103823,169,668859712.0,637236736.0
105,-1,47,12,0,1,0,19177.302734375,18280.984375,15740.7431640625,0,2209,103823,144,367768928.0,334194400.0
106,-1,47,12,0,1,0,8052.58642578125,7533.67724609375,0.0,0,2209,103823,144,64844148.0,56756292.0
107,-1,47,12,0,1,0,25862.322265625,25243.548828125,9500.3037109375,0,2209,103823,144,668859712.0,637236736.0
108,-1,47,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2209,103823,144,668859712.0,637236736.0
109,-1,47,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2209,103823,144,668859712.0,637236736.0
110,-1,47,12,0,1,0,0.0,0.0,0.0,0,2209,103823,144,0.0,0.0
111,-1,47,12,0,1,0,25862.322265625,23293.88671875,0.0,0,2209,103823,144,668859712.0,542605184.0
112,-1,47,12,0,1,0,18871.658203125,18366.919921875,19785.28125,0,2209,103823,144,356139488.0,337343744.0
113,-1,47,12,0,1,0,16218.810546875,11583.38671875,20578.8203125,0,2209,103823,144,263049808.0,134174848.0
114,-1,47,12,0,1,0,25862.322265625,20522.466796875,24505.140625,0,2209,103823,144,668859712.0,421171648.0
115,-1,46,10,1,1,1,17741.16015625,17136.966796875,21438.857421875,0,2116,97336,100,314748768.0,293675616.0
116,-1,43,12,0,1,0,25862.322265625,0.0,25564.669921875,0,1849,79507,144,668859712.0,0.0
117,-1,43,12,0,1,0,18334.818359375,18692.7578125,20100.037109375,0,1849,79507,144,336165568.0,349419200.0
118,-1,43,12,0,1,0,16303.05859375,14752.2578125,11965.15234375,0,1849,79507,144,265789712.0,217629104.0
119,-1,50,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2500,125000,324,668859712.0,637236736.0
120,-1,50,18,0,1,0,23611.125,23376.2421875,23315.5703125,0,2500,125000,324,557485248.0,546448704.0
121,-1,47,6,0,1,1,0.0,0.0,0.0,0,2209,103823,36,0.0,0.0
122,-1,53,16,0,1,0,3869.55200195312,9345.4833984375,15294.4697265625,0,2809,148877,256,14973433.0,87338056.0
123,-1,50,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2500,125000,256,668859712.0,637236736.0
124,-1,50,16,0,1,0,0.0,0.0,0.0,0,2500,125000,256,0.0,0.0
125,-1,53,15,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2809,148877,225,668859712.0,637236736.0
126,-1,18,12,0,0,0,0.0,3485.75805664062,5980.359375,0,324,5832,144,0.0,12150509.0
127,-1,18,12,0,0,0,0.0,0.0,15024.0458984375,0,324,5832,144,0.0,0.0
128,-1,53,14,0,1,0,20985.70703125,20289.7265625,20692.60546875,0,2809,148877,196,440399904.0,411672992.0
129,-1,53,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2809,148877,169,668859712.0,637236736.0
130,-1,50,11,0,1,1,21367.763671875,20950.35546875,23577.126953125,0,2500,125000,121,456581312.0,438917408.0
131,-1,53,12,0,1,0,25738.888671875,24742.2578125,25564.669921875,0,2809,148877,144,662490368.0,612179328.0
132,-1,53,12,0,1,0,9761.0673828125,13393.4033203125,2936.24267578125,0,2809,148877,144,95278440.0,179383248.0
133,-1,53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2809,148877,144,668859712.0,637236736.0
134,-1,53,12,0,1,0,18544.4609375,11631.7255859375,0.0,0,2809,148877,144,343897024.0,135297040.0
135,-1,53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2809,148877,144,668859712.0,637236736.0
136,-1,53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2809,148877,144,668859712.0,637236736.0
137,-1,53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2809,148877,144,668859712.0,637236736.0
138,-1,48,13,0,0,0,256.663940429688,0.0,6562.58349609375,0,2304,110592,169,65876.375,0.0
139,-1,50,12,0,1,0,2901.67407226562,1962.1936035156202,118.218124389648,0,2500,125000,144,8419712.0,3850203.75
140,-1,50,12,0,1,0,15221.5439453125,15776.322265625,15829.4072265625,0,2500,125000,144,231695408.0,248892352.0
141,-1,50,12,0,1,0,21162.041015625,21485.662109375,21698.9375,0,2500,125000,144,447831968.0,461633664.0
142,-1,50,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2500,125000,144,668859712.0,637236736.0
143,-1,50,12,0,1,0,25862.322265625,24090.580078125,0.0,0,2500,125000,144,668859712.0,580356032.0
144,-1,50,12,0,1,0,16540.130859375,13019.2255859375,13869.94140625,0,2500,125000,144,273575936.0,169500240.0
145,-1,50,12,0,1,0,22098.5703125,22830.193359375,16407.197265625,0,2500,125000,144,488346816.0,521217728.0
146,-1,53,9,0,1,1,20838.76171875,20989.7421875,21192.076171875,0,2809,148877,81,434253984.0,440569280.0
147,-1,54,12,0,0,0,0.0,0.0,0.0,0,2916,157464,144,0.0,0.0
148,-1,42,18,0,1,0,25439.12109375,23275.984375,25564.669921875,0,1764,74088,324,647148864.0,541771456.0
149,-1,42,16,0,1,0,25862.322265625,24321.533203125,195.059906005859,0,1764,74088,256,668859712.0,591536960.0
150,-1,46,17,0,1,0,25862.322265625,25243.548828125,11245.4990234375,0,2116,97336,289,668859712.0,637236736.0
151,-1,46,16,0,1,0,0.0,0.0,0.0,0,2116,97336,256,0.0,0.0
152,-1,42,10,0,1,1,25862.322265625,25243.548828125,14155.142578125,0,1764,74088,100,668859712.0,637236736.0
153,-1,46,15,0,1,0,10125.4912109375,11572.6455078125,7131.50830078125,0,2116,97336,225,102525576.0,133926128.0
154,-1,46,14,0,1,0,25862.322265625,13445.322265625,0.0,0,2116,97336,196,668859712.0,180776688.0
155,-1,46,14,0,1,0,19384.986328125,16680.435546875,19089.271484375,0,2116,97336,196,375777696.0,278236928.0
156,-1,42,8,0,1,1,20766.26953125,21845.515625,24078.076171875,0,1764,74088,64,431237952.0,477226560.0
157,-1,46,12,0,1,0,16475.474609375,16497.822265625,19294.67578125,0,2116,97336,144,271441248.0,272178144.0
158,-1,55,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,3025,166375,324,668859712.0,637236736.0
159,-1,55,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,3025,166375,256,668859712.0,637236736.0
160,-1,46,6,0,1,1,21164.0,17885.322265625,25564.669921875,0,2116,97336,36,447914880.0,319884768.0
161,-1,55,15,0,1,0,22319.966796875,25243.548828125,25564.669921875,0,3025,166375,225,498180928.0,637236736.0
162,-1,55,15,0,1,0,24608.390625,25243.548828125,25564.669921875,0,3025,166375,225,605572864.0,637236736.0
163,-1,55,14,0,1,0,0.0,0.0,0.0,0,3025,166375,196,0.0,0.0
164,-1,55,14,0,1,0,24200.86328125,25243.548828125,0.0,0,3025,166375,196,585681792.0,637236736.0
165,-1,55,14,0,1,0,17137.70703125,0.0,25564.669921875,0,3025,166375,196,293700992.0,0.0
166,-1,55,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,3025,166375,169,668859712.0,637236736.0
167,-1,55,13,0,1,0,0.0,0.0,0.0,0,3025,166375,169,0.0,0.0
168,-1,55,12,0,1,0,16859.490234375,20889.484375,15307.76953125,0,3025,166375,144,284242400.0,436370560.0
169,-1,55,12,0,1,0,11814.37890625,0.0,0.0,0,3025,166375,144,139579552.0,0.0
170,-1,55,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,3025,166375,144,668859712.0,637236736.0
171,-1,55,12,0,1,0,17743.12109375,14498.0322265625,11609.01953125,0,3025,166375,144,314818336.0,210192944.0
172,-1,55,12,0,1,0,25862.322265625,25243.548828125,564.4915771484381,0,3025,166375,144,668859712.0,637236736.0
173,-1,55,12,0,1,0,5509.4580078125,16716.2421875,11867.6220703125,0,3025,166375,144,30354128.0,279432768.0
174,-1,55,12,0,1,0,15752.5048828125,18798.38671875,13179.84375,0,3025,166375,144,248141408.0,353379328.0
175,-1,55,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,3025,166375,144,668859712.0,637236736.0
176,-1,55,12,0,1,0,12472.6923828125,11511.7744140625,11572.0771484375,0,3025,166375,144,155568048.0,132520952.0
177,-1,55,12,0,1,0,14333.99609375,15692.177734375,15613.6591796875,0,3025,166375,144,205463440.0,246244448.0
178,-1,55,12,0,1,0,9796.333984375,12800.806640625,14777.265625,0,3025,166375,144,95968160.0,163860656.0
179,-1,55,12,0,1,0,25409.73046875,22565.2265625,25320.845703125,0,3025,166375,144,645654400.0,509189440.0
180,-1,55,12,0,1,0,0.0,0.0,0.0,0,3025,166375,144,0.0,0.0
181,-1,55,10,0,1,1,0.0,0.0,0.0,0,3025,166375,100,0.0,0.0
182,-1,52,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2704,140608,324,668859712.0,637236736.0
183,-1,55,9,0,1,1,15252.8916015625,25243.548828125,25564.669921875,0,3025,166375,81,232650704.0,637236736.0
184,-1,49,15,0,1,0,25862.322265625,5370.9677734375,0.0,0,2401,117649,225,668859712.0,28847294.0
185,-1,24,13,0,0,0,15664.337890625,12073.935546875,14904.3505859375,0,576,13824,169,245371488.0,145779920.0
186,-1,52,16,0,1,0,5478.10986328125,22507.935546875,23877.10546875,0,2704,140608,256,30009688.0,506607168.0
187,-1,26,12,0,0,0,1201.03051757812,0.0,21659.0390625,0,676,17576,144,1442474.25,0.0
188,-1,41,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,1681,68921,196,668859712.0,637236736.0
189,-1,35,12,0,1,0,24582.919921875,23788.015625,24726.798828125,0,1225,42875,144,604319936.0,565869696.0
190,-1,49,12,0,1,0,12094.5537109375,4296.7744140625,1861.93542480469,0,2401,117649,144,146278224.0,18462270.0
191,-1,49,12,0,1,0,25862.322265625,20400.7265625,18444.982421875,0,2401,117649,144,668859712.0,416189632.0
192,-1,49,12,0,1,0,20944.5625,19290.7265625,20001.029296875,0,2401,117649,144,438674688.0,372132128.0
193,-1,49,12,0,1,0,16018.9658203125,22262.662109375,16153.029296875,0,2401,117649,144,256607264.0,495626112.0
194,-1,52,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2704,140608,196,668859712.0,637236736.0
195,-1,41,13,0,1,0,19030.359375,18300.677734375,19537.0234375,0,1681,68921,169,362154592.0,334914816.0
196,-1,49,9,0,1,1,21064.078125,25243.548828125,25564.669921875,0,2401,117649,81,443695392.0,637236736.0
197,-1,55,4,0,1,1,24377.197265625,20026.548828125,20398.537109375,0,3025,166375,16,594247744.0,401062656.0
198,-1,41,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,1681,68921,144,668859712.0,637236736.0
199,-1,52,12,0,1,0,25862.322265625,25243.548828125,19039.029296875,0,2704,140608,144,668859712.0,637236736.0
200,-1,52,12,0,1,0,4633.666015625,12668.322265625,21520.1328125,0,2704,140608,144,21470860.0,160486384.0
201,-1,52,12,0,1,0,21067.99609375,22785.435546875,23745.587890625,0,2704,140608,144,443860448.0,519176064.0
202,-1,52,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2704,140608,144,668859712.0,637236736.0
203,-1,52,12,0,1,0,25862.322265625,24650.951171875,24883.4375,0,2704,140608,144,668859712.0,607669376.0
204,-1,52,12,0,1,0,25862.322265625,16970.466796875,25564.669921875,0,2704,140608,144,668859712.0,287996736.0
205,-1,52,12,0,1,0,23973.587890625,21548.322265625,17748.974609375,0,2704,140608,144,574732928.0,464330208.0
206,-1,52,10,0,1,1,13873.568359375,12489.2900390625,13785.7109375,1,2704,140608,100,192475904.0,155982368.0
207,-1,45,11,0,1,1,852.2810668945309,0.0,0.0,0,2025,91125,121,726383.0,0.0
208,-1,45,12,0,1,0,21324.66015625,23370.87109375,18196.724609375,0,2025,91125,144,454741120.0,546197632.0
209,-1,45,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2025,91125,144,668859712.0,637236736.0
210,-1,45,12,0,1,0,0.0,4407.7744140625,12303.5517578125,0,2025,91125,144,0.0,19428476.0
211,-1,45,12,0,1,0,25862.322265625,23548.11328125,24738.62109375,0,2025,91125,144,668859712.0,554513664.0
212,-1,45,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2025,91125,144,668859712.0,637236736.0
213,-1,52,7,0,1,1,25862.322265625,14514.1455078125,25564.669921875,1,2704,140608,49,668859712.0,210660416.0
214,-1,40,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,1600,64000,256,668859712.0,637236736.0
215,-1,40,12,0,1,0,24016.693359375,18404.515625,17586.423828125,0,1600,64000,144,576801536.0,338726208.0
216,-1,40,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,1600,64000,144,668859712.0,637236736.0
217,-1,40,12,0,1,0,13634.5380859375,15298.306640625,20627.5859375,0,1600,64000,144,185900624.0,234038192.0
218,-1,40,12,0,1,0,25862.322265625,25243.548828125,23653.96875,0,1600,64000,144,668859712.0,637236736.0
219,-1,48,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2304,110592,324,668859712.0,637236736.0
220,-1,48,18,0,1,0,0.0,0.0,0.0,0,2304,110592,324,0.0,0.0
221,-1,48,17,0,1,0,0.0,0.0,0.0,0,2304,110592,289,0.0,0.0
222,-1,54,17,0,1,0,10458.56640625,11483.12890625,14292.5712890625,0,2916,157464,289,109381608.0,131862248.0
223,-1,54,16,0,1,0,13483.673828125,3732.82250976562,13636.4609375,0,2916,157464,256,181809456.0,13933964.0
224,-1,54,15,0,1,0,4406.39111328125,6412.935546875,67.9754257202148,0,2916,157464,225,19416282.0,41125744.0
225,-1,54,15,0,1,0,19776.83984375,21100.7421875,22446.666015625,0,2916,157464,225,391123392.0,445241312.0
226,-1,48,13,0,1,0,0.0,0.0,0.0,0,2304,110592,169,0.0,0.0
227,-1,48,13,0,1,0,25862.322265625,20714.033203125,25564.669921875,0,2304,110592,169,668859712.0,429071168.0
228,-1,44,18,0,1,0,20674.18359375,21127.59765625,20822.64453125,0,1936,85184,324,427421856.0,446375392.0
229,-1,51,18,0,1,0,25862.322265625,25243.548828125,0.0,0,2601,132651,324,668859712.0,637236736.0
230,-1,54,14,0,1,0,19202.7734375,19437.533203125,20215.298828125,0,2916,157464,196,368746496.0,377817696.0
231,-1,48,12,0,1,0,23146.77734375,5297.564453125,25564.669921875,0,2304,110592,144,535773312.0,28064190.0
232,-1,54,14,0,1,0,25862.322265625,24362.708984375,25564.669921875,0,2916,157464,196,668859712.0,593541568.0
233,-1,48,12,0,1,0,25862.322265625,12084.677734375,25564.669921875,0,2304,110592,144,668859712.0,146039440.0
234,-1,48,12,0,1,0,0.0,0.0,0.0,0,2304,110592,144,0.0,0.0
235,-1,48,12,0,1,0,25862.322265625,25243.548828125,24273.13671875,0,2304,110592,144,668859712.0,637236736.0
236,-1,48,12,0,1,0,0.0,0.0,0.0,0,2304,110592,144,0.0,0.0
237,-1,48,12,0,1,0,25591.943359375,25243.548828125,25564.669921875,0,2304,110592,144,654947584.0,637236736.0
238,-1,54,13,0,1,0,0.0,0.0,0.0,0,2916,157464,169,0.0,0.0
239,-1,54,13,0,1,0,22611.8984375,19672.064453125,21264.486328125,0,2916,157464,169,511297952.0,386990112.0
240,-1,44,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,1936,85184,256,668859712.0,637236736.0
241,-1,44,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,1936,85184,256,668859712.0,637236736.0
242,-1,51,16,0,1,0,25862.322265625,24860.419921875,24574.59375,0,2601,132651,256,668859712.0,618040448.0
243,-1,51,16,0,1,0,3607.01025390625,25243.548828125,0.0,0,2601,132651,256,13010523.0,637236736.0
244,-1,54,12,0,1,0,25862.322265625,1229.95166015625,25564.669921875,0,2916,157464,144,668859712.0,1512781.125
245,-1,54,12,0,1,0,19982.5625,19960.306640625,17206.6484375,0,2916,157464,144,399302816.0,398413856.0
246,-1,54,12,0,1,0,21058.19921875,21303.048828125,22508.73046875,0,2916,157464,144,443447744.0,453819904.0
