,treated,age,educ,black,married,nodegree,re74,re75,re78,hisp,age2,age3,educ2,re742,re752
7073,-1,46,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2116,97336,144,668859712.0,637236736.0
15306,-1,35,11,0,1,1,10646.65625,5618.0322265625,11066.6943359375,1,1225,42875,121,113351288.0,31562286.0
1819,-1,55,9,0,1,1,25862.322265625,25243.548828125,21463.978515625,0,3025,166375,81,668859712.0,637236736.0
10610,-1,29,10,0,1,1,11230.517578125,7068.193359375,14147.75390625,0,841,24389,100,126124528.0,49959356.0
1895,-1,49,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2401,117649,144,668859712.0,637236736.0
13472,-1,27,16,0,0,0,0.0,0.0,0.0,0,729,19683,256,0.0,0.0
4436,-1,53,10,0,1,1,12100.431640625,11626.3544921875,14772.8330078125,0,2809,148877,100,146420448.0,135172112.0
5604,-1,32,10,0,1,1,21434.37890625,19083.048828125,17933.689453125,0,1024,32768,100,459432608.0,364162752.0
9297,-1,42,10,0,1,1,7860.57861328125,8278.451171875,18249.923828125,0,1764,74088,100,61788696.0,68532752.0
1652,-1,37,12,0,1,0,19038.1953125,25243.548828125,4968.11669921875,0,1369,50653,144,362452896.0,637236736.0
4748,-1,46,10,0,1,1,13685.478515625,5301.14501953125,12916.8076171875,0,2116,97336,100,187292320.0,28102138.0
4331,-1,43,8,0,1,1,12795.9716796875,11961.1455078125,13630.5498046875,0,1849,79507,64,163736896.0,143069008.0
1168,-1,48,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2304,110592,256,668859712.0,637236736.0
6359,-1,28,12,0,1,0,14100.8427734375,7478.17724609375,14367.935546875,0,784,21952,144,198833760.0,55923136.0
7101,-1,36,12,0,1,0,25535.125,8695.5966796875,21905.818359375,0,1296,46656,144,652042624.0,75613400.0
7154,-1,36,9,0,1,1,18789.369140625,25241.7578125,21741.791015625,0,1296,46656,81,353040384.0,637146368.0
9473,-1,22,12,0,0,0,19102.8515625,17829.822265625,25564.669921875,0,484,10648,144,364918944.0,317902560.0
9738,-1,45,8,0,1,1,10190.146484375,7304.51611328125,9283.078125,0,2025,91125,64,103839088.0,53355956.0
7252,-1,47,12,0,0,0,25047.267578125,15466.5966796875,0.0,0,2209,103823,144,627365632.0,239215616.0
4146,-1,38,13,0,1,0,0.0,0.0,0.0,0,1444,54872,169,0.0,0.0
8355,-1,27,16,0,1,0,9839.4375,20051.61328125,4606.07373046875,0,729,19683,256,96814528.0,402067200.0
11142,-1,23,12,0,1,0,15636.908203125,1983.67736816406,6218.2734375,0,529,12167,144,244512896.0,3934976.0
3853,-1,31,12,0,1,0,19584.830078125,20014.015625,23751.5,0,961,29791,144,383565568.0,400560832.0
10533,-1,28,16,0,1,0,19198.85546875,6480.9677734375,23175.185546875,0,784,21952,256,368596064.0,42002944.0
9309,-1,41,3,1,1,1,3029.0263671875,4851.7744140625,0.0,0,1681,68921,9,9175001.0,23539714.0
13042,-1,20,12,0,0,0,8401.3359375,11105.37109375,7851.1611328125,0,400,8000,144,70582448.0,123329264.0
15505,-1,17,11,0,0,1,732.7658081054691,742.98388671875,0.0,1,289,4913,121,536945.75,552025.0625
453,-1,49,12,0,1,0,24584.87890625,25243.548828125,25564.669921875,0,2401,117649,144,604416256.0,637236736.0
7367,-1,43,6,0,0,1,11587.103515625,9741.1455078125,10443.09375,0,1849,79507,36,134260960.0,94889912.0
2032,-1,45,13,0,1,0,18323.0625,17659.7421875,19155.76953125,0,2025,91125,169,335734624.0,311866496.0
4405,-1,53,11,0,1,1,15779.9345703125,17392.984375,19331.619140625,0,2809,148877,121,249006336.0,302515904.0
5974,-1,30,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,900,27000,144,668859712.0,637236736.0
2120,-1,40,13,0,1,0,25862.322265625,6624.193359375,25564.669921875,0,1600,64000,169,668859712.0,43879936.0
9896,-1,32,15,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,1024,32768,225,668859712.0,637236736.0
12600,-1,24,12,0,1,0,9549.466796875,10514.564453125,14792.04296875,0,576,13824,144,91192320.0,110556064.0
4833,-1,46,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,1,2116,97336,196,668859712.0,637236736.0
6785,-1,18,12,0,0,0,879.710815429688,5952.82275390625,0.0,0,324,5832,144,773891.125,35436100.0
549,-1,48,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2304,110592,144,668859712.0,637236736.0
6758,-1,18,12,0,0,0,5107.80859375,5546.41943359375,17415.0078125,0,324,5832,144,26089708.0,30762768.0
13366,-1,23,16,0,0,0,11810.4599609375,22307.419921875,25564.669921875,0,529,12167,256,139486960.0,497620992.0
1291,-1,44,12,0,1,0,25862.322265625,9812.7578125,13039.458984375,0,1936,85184,144,668859712.0,96290216.0
15792,-1,25,12,1,0,0,5393.861328125,2966.564453125,4609.029296875,0,625,15625,144,29093740.0,8800505.0
8602,-1,23,12,0,1,0,14896.3056640625,8369.7578125,0.0,0,529,12167,144,221899920.0,70052848.0
10949,-1,26,16,0,1,0,8375.865234375,10607.6611328125,4047.4931640625,0,676,17576,256,70155120.0,112522472.0
5126,-1,53,12,0,0,0,24255.72265625,25243.548828125,20187.22265625,0,2809,148877,144,588340096.0,637236736.0
10702,-1,24,17,0,1,0,10783.8046875,4907.2744140625,20510.845703125,0,576,13824,289,116290440.0,24081342.0
13314,-1,29,12,0,0,0,17560.908203125,19043.662109375,18405.083984375,0,841,24389,144,308385504.0,362661056.0
7262,-1,41,15,0,1,0,799.380859375,10695.38671875,25564.669921875,0,1681,68921,225,639009.75,114391296.0
490,-1,45,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2025,91125,144,668859712.0,637236736.0
6146,-1,29,12,0,1,0,18350.4921875,18878.951171875,21131.490234375,0,841,24389,144,336740576.0,356414784.0
13097,-1,30,13,0,0,0,25719.294921875,25243.548828125,25564.669921875,0,900,27000,169,661482112.0,637236736.0
4285,-1,43,12,0,1,0,8336.6806640625,19018.59765625,12173.51171875,0,1849,79507,144,69500248.0,361707072.0
5718,-1,51,10,0,1,1,22923.421875,21725.564453125,10348.51953125,0,2601,132651,100,525483264.0,472000160.0
15789,-1,26,12,1,0,0,13783.4423828125,23211.533203125,25564.669921875,0,676,17576,144,189983280.0,538775296.0
12461,-1,33,18,0,0,0,0.0,0.0,25564.669921875,0,1089,35937,324,0.0,0.0
6659,-1,26,12,0,1,0,5039.234375,15776.322265625,15547.1611328125,0,676,17576,144,25393884.0,248892352.0
3537,-1,40,12,0,1,0,8661.9189453125,6237.48388671875,9176.681640625,0,1600,64000,144,75028840.0,38906204.0
9188,-1,19,12,0,0,0,0.0,1681.11291503906,2522.47924804688,0,361,6859,144,0.0,2826140.75
3481,-1,40,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,1600,64000,256,668859712.0,637236736.0
13198,-1,21,12,0,0,0,11647.8408203125,14832.822265625,20666.005859375,0,441,9261,144,135672192.0,220012624.0
4502,-1,18,10,0,0,1,413.40530395507795,2542.25805664062,8025.533203125,1,324,5832,100,170903.953125,6463076.0
15345,-1,30,12,1,1,0,12672.5380859375,11821.5,20100.037109375,0,900,27000,144,160593216.0,139747856.0
8684,-1,24,13,0,1,0,9704.248046875,7592.75830078125,15006.3134765625,0,576,13824,169,94172432.0,57649980.0
9433,-1,22,14,0,0,0,1373.44604492188,2422.30639648438,7874.8046875,0,484,10648,196,1886354.0,5867568.5
8680,-1,25,14,0,1,0,22077.017578125,8854.935546875,0.0,0,625,15625,196,487394720.0,78409880.0
11354,-1,24,12,0,1,0,13183.90625,12358.5966796875,21406.34765625,0,576,13824,144,173815392.0,152734912.0
8755,-1,27,12,0,1,0,20425.35546875,22400.515625,16283.0693359375,0,729,19683,144,417195136.0,501783104.0
11128,-1,23,12,0,1,0,11355.91015625,12725.61328125,13210.8759765625,0,529,12167,144,128956696.0,161941232.0
1070,-1,52,12,0,1,0,15785.8125,13708.5,11736.1044921875,0,2704,140608,144,249191872.0,187922976.0
9238,-1,31,12,0,0,0,23979.466796875,19877.951171875,23738.19921875,0,961,29791,144,575014848.0,395132928.0
6367,-1,28,12,0,1,0,15713.3193359375,16064.564453125,23878.583984375,0,784,21952,144,246908400.0,258070224.0
6209,-1,22,12,0,1,0,0.0,0.0,0.0,0,484,10648,144,0.0,0.0
5007,-1,41,13,0,1,0,16861.44921875,10539.62890625,15214.6728515625,0,1681,68921,169,284308480.0,111083776.0
7970,-1,16,10,0,0,1,0.0,2411.564453125,20454.69140625,0,256,4096,100,0.0,5815643.0
12086,-1,45,2,0,1,1,15697.6455078125,13298.5166015625,23755.931640625,1,2025,91125,4,246416080.0,176850544.0
12472,-1,23,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,529,12167,169,668859712.0,637236736.0
2477,-1,30,16,0,1,0,10160.7578125,23116.64453125,9758.90625,0,900,27000,256,103241000.0,534379264.0
12428,-1,17,11,0,0,1,43.1038703918457,0.0,14911.7392578125,0,289,4913,121,1857.9436035156202,0.0
769,-1,53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2809,148877,144,668859712.0,637236736.0
2974,-1,20,12,0,0,0,11920.1796875,15063.7744140625,0.0,0,400,8000,144,142090688.0,226917296.0
4800,-1,45,8,1,1,1,8044.74951171875,12288.7744140625,9349.576171875,0,2025,91125,64,64717996.0,151013984.0
9320,-1,21,15,0,0,0,5274.34619140625,4674.5322265625,16262.380859375,0,441,9261,225,27818728.0,21851252.0
1089,-1,55,3,0,1,1,25862.322265625,25243.548828125,25564.669921875,0,3025,166375,9,668859712.0,637236736.0
6592,-1,24,12,0,1,0,17670.626953125,19817.080078125,25564.669921875,0,576,13824,144,312251072.0,392716672.0
425,-1,49,16,0,1,0,22319.966796875,20180.515625,19761.63671875,0,2401,117649,256,498180928.0,407253216.0
15695,-1,31,16,1,0,0,12112.1875,16544.37109375,25564.669921875,0,961,29791,256,146705088.0,273716224.0
7883,-1,30,16,0,1,0,5650.525390625,10824.2900390625,25564.669921875,0,900,27000,256,31928438.0,117165256.0
14158,-1,30,7,0,1,1,574.065185546875,2010.5322265625,366.476196289062,0,900,27000,49,329550.84375,4042239.75
1104,-1,52,7,0,1,1,12797.9306640625,12149.12890625,14604.3720703125,0,2704,140608,49,163787024.0,147601328.0
15297,-1,25,15,0,0,0,3097.60083007812,3043.54833984375,13739.9013671875,1,625,15625,225,9595131.0,9263186.0
6218,-1,28,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,784,21952,196,668859712.0,637236736.0
12293,-1,30,12,0,1,0,11175.658203125,6430.8388671875,6797.54248046875,0,900,27000,144,124895336.0,41355688.0
5841,-1,39,12,0,1,0,6918.1708984375,5276.08056640625,3076.62670898438,0,1521,59319,144,47861088.0,27837026.0
8305,-1,22,12,0,1,0,24988.48828125,20459.806640625,24098.765625,0,484,10648,144,624424576.0,418603680.0
10135,-1,20,12,0,1,0,2938.90014648438,3303.14526367188,0.0,0,400,8000,144,8637134.0,10910769.0
664,-1,16,9,0,0,1,0.0,0.0,7443.30859375,0,256,4096,81,0.0,0.0
9784,-1,40,13,0,1,0,22443.400390625,20440.11328125,25564.669921875,0,1600,64000,169,503706208.0,417798240.0
579,-1,54,12,0,1,0,22482.5859375,19571.806640625,0.0,0,2916,157464,144,505466656.0,383055616.0
10571,-1,27,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,729,19683,324,668859712.0,637236736.0
8310,-1,22,12,0,1,0,15280.322265625,20314.791015625,0.0,0,484,10648,144,233488256.0,412690720.0
8732,-1,27,12,0,1,0,22696.146484375,25243.548828125,25564.669921875,0,729,19683,144,515115072.0,637236736.0
7110,-1,36,12,0,1,0,3820.5703125,0.0,24623.357421875,0,1296,46656,144,14596758.0,0.0
2642,-1,24,12,0,1,0,22431.646484375,25243.548828125,25564.669921875,0,576,13824,144,503178752.0,637236736.0
9005,-1,18,11,0,0,1,826.8106079101559,1555.7902832031198,10208.134765625,0,324,5832,121,683615.8125,2420483.5
7538,-1,33,13,0,1,0,23501.40625,25243.548828125,25564.669921875,0,1089,35937,169,552316096.0,637236736.0
4501,-1,47,4,0,1,1,12304.1953125,12278.0322265625,16120.51953125,1,2209,103823,16,151393216.0,150750080.0
14051,-1,20,12,0,1,0,18276.041015625,13008.4833984375,0.0,0,400,8000,144,334013664.0,169220640.0
10295,-1,31,12,0,1,0,11875.1162109375,25243.548828125,25564.669921875,1,961,29791,144,141018384.0,637236736.0
14926,-1,17,10,0,0,1,0.0,537.0968017578119,3131.30249023438,0,289,4913,100,0.0,288472.96875
4665,-1,42,12,0,1,0,24890.525390625,18648.0,18818.84765625,0,1764,74088,144,619538240.0,347747904.0
14301,-1,23,11,0,1,1,4161.48291015625,1595.17736816406,4637.10595703125,0,529,12167,121,17317940.0,2544590.75
1188,-1,48,12,0,1,0,24379.15625,25243.548828125,25564.669921875,0,2304,110592,144,594343232.0,637236736.0
11926,-1,24,12,0,0,0,4874.65576171875,1901.32263183594,0.0,0,576,13824,144,23762268.0,3615027.75
9354,-1,36,12,0,1,0,5374.26904296875,0.0,0.0,0,1296,46656,144,28882768.0,0.0
7787,-1,40,3,0,1,1,7576.48486328125,7426.25830078125,12104.05859375,1,1600,64000,9,57403124.0,55149312.0
5894,-1,30,14,0,1,0,0.0,0.0,0.0,0,900,27000,196,0.0,0.0
562,-1,44,16,0,1,0,25862.322265625,13726.4033203125,25564.669921875,0,1936,85184,256,668859712.0,188414144.0
9332,-1,21,14,0,0,0,10505.5888671875,1083.14514160156,14249.7177734375,0,441,9261,196,110367400.0,1173203.375
12036,-1,49,3,0,1,1,5362.51318359375,5365.5966796875,3750.46997070312,1,2401,117649,9,28756548.0,28789628.0
6577,-1,24,12,0,1,0,22247.474609375,20970.048828125,22443.7109375,0,576,13824,144,494950112.0,439742944.0
13688,-1,25,14,0,0,0,16937.861328125,23241.966796875,25564.669921875,0,625,15625,196,286891136.0,540188992.0
12940,-1,37,7,0,1,1,9804.1708984375,10686.435546875,9497.3486328125,0,1369,50653,49,96121768.0,114199904.0
12137,-1,40,5,0,1,1,0.0,0.0,8084.64208984375,1,1600,64000,25,0.0,0.0
11479,-1,28,4,0,1,1,10256.76171875,7433.41943359375,7455.13037109375,0,784,21952,16,105201160.0,55255724.0
7312,-1,49,10,0,1,1,25862.322265625,23984.951171875,5294.6943359375,0,2401,117649,100,668859712.0,575277888.0
3413,-1,45,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2025,91125,144,668859712.0,637236736.0
7383,-1,34,17,0,1,0,17267.017578125,0.0,17716.46484375,0,1156,39304,289,298149888.0,0.0
12462,-1,33,18,0,0,0,25862.322265625,18119.85546875,5760.17822265625,0,1089,35937,324,668859712.0,328329152.0
13112,-1,21,14,0,0,0,3430.67626953125,1616.66125488281,15300.380859375,0,441,9261,196,11769540.0,2613593.5
6474,-1,26,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,676,17576,196,668859712.0,637236736.0
6457,-1,27,13,0,1,0,27.42973518371581,0.0,0.0,0,729,19683,169,752.390380859375,0.0
4524,-1,37,12,0,1,0,19721.98046875,19786.64453125,23851.984375,0,1369,50653,144,388956512.0,391511296.0
14668,-1,43,15,0,1,0,19386.9453125,25207.7421875,22579.662109375,0,1849,79507,225,375853664.0,635430272.0
9091,-1,44,16,0,0,0,23348.58203125,24763.7421875,24816.939453125,0,1936,85184,256,545156288.0,613242944.0
10743,-1,22,12,0,1,0,7478.521484375,6271.5,14750.6669921875,0,484,10648,144,55928284.0,39331712.0
11879,-1,23,13,0,0,0,19240.0,23342.2265625,25564.669921875,0,529,12167,169,370177600.0,544859520.0
1004,-1,35,12,0,1,0,19710.224609375,16037.7099609375,15199.8955078125,0,1225,42875,144,388492960.0,257208144.0
7151,-1,46,8,0,1,1,17241.548828125,0.0,0.0,0,2116,97336,64,297271008.0,0.0
12303,-1,29,16,0,1,0,25158.9453125,25243.548828125,25564.669921875,0,841,24389,256,632972544.0,637236736.0
7827,-1,31,12,0,1,0,25648.76171875,22398.7265625,25564.669921875,0,961,29791,144,657859008.0,501702944.0
9165,-1,19,12,0,0,0,1506.67614746094,617.661315917969,5375.96923828125,0,361,6859,144,2270073.0,381505.5
548,-1,48,12,0,1,0,0.0,22744.2578125,25564.669921875,0,2304,110592,144,0.0,517301248.0
10107,-1,30,16,0,1,0,16451.962890625,17427.0,6513.81884765625,0,900,27000,256,270667072.0,303700320.0
8222,-1,29,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,841,24389,144,668859712.0,637236736.0
15017,-1,18,12,0,0,0,429.079437255859,0.0,0.0,0,324,5832,144,184109.15625,0.0
11691,-1,20,14,0,0,0,1216.70471191406,0.0,10932.2216796875,0,400,8000,196,1480370.375,0.0
12873,-1,35,10,1,1,1,16616.541015625,14539.2099609375,25564.669921875,0,1225,42875,100,276109440.0,211388624.0
4961,-1,35,12,0,1,0,25862.322265625,24706.451171875,25564.669921875,0,1225,42875,144,668859712.0,610408704.0
15400,-1,24,13,1,1,0,16377.5107421875,18785.85546875,0.0,0,576,13824,169,268222864.0,352908352.0
8901,-1,25,12,0,1,0,25862.322265625,22328.90234375,20352.728515625,0,625,15625,144,668859712.0,498579872.0
253,-1,54,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2916,157464,144,668859712.0,637236736.0
12138,-1,19,12,0,1,0,11542.041015625,9827.0810546875,19185.32421875,0,361,6859,144,133218712.0,96571520.0
14064,-1,20,9,0,1,1,3297.44604492188,3122.32250976562,5316.8603515625,0,400,8000,81,10873150.0,9748898.0
2628,-1,47,12,0,1,0,25862.322265625,22284.14453125,25013.478515625,0,2209,103823,144,668859712.0,496583104.0
2253,-1,54,10,0,1,1,21998.6484375,19981.791015625,25564.669921875,0,2916,157464,100,483940544.0,399271968.0
8194,-1,28,16,0,1,0,12590.248046875,4882.20947265625,25564.669921875,0,784,21952,256,158514352.0,23835970.0
11413,-1,25,12,0,1,0,23140.900390625,22674.435546875,25564.669921875,0,625,15625,144,535501280.0,514130016.0
6292,-1,26,16,0,1,0,21935.951171875,23043.2421875,17394.3203125,0,676,17576,256,481185952.0,530991008.0
6578,-1,24,12,0,1,0,18125.177734375,14712.87109375,25564.669921875,0,576,13824,144,328522080.0,216468576.0
3389,-1,34,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,1156,39304,169,668859712.0,637236736.0
2085,-1,34,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,1156,39304,144,668859712.0,637236736.0
4631,-1,36,18,0,1,0,25862.322265625,16983.0,23052.53515625,0,1296,46656,324,668859712.0,288422304.0
10022,-1,55,8,0,0,1,2901.67407226562,9535.2578125,0.0,0,3025,166375,64,8419712.0,90921144.0
11400,-1,26,12,0,1,0,16614.58203125,0.0,0.0,0,676,17576,144,276044352.0,0.0
11794,-1,21,12,0,0,0,5964.00830078125,1790.32263183594,14153.6650390625,0,441,9261,144,35569396.0,3205255.25
9112,-1,37,12,0,1,0,25862.322265625,20497.40234375,21028.048828125,0,1369,50653,144,668859712.0,420143488.0
4064,-1,29,12,0,1,0,17431.59765625,18533.419921875,23155.974609375,0,841,24389,144,303860608.0,343487648.0
12701,-1,27,13,0,1,0,10695.6376953125,7435.20947265625,97.5299530029297,1,729,19683,169,114396664.0,55282340.0
4968,-1,35,12,0,1,0,11961.32421875,12303.0966796875,12554.7646484375,0,1225,42875,144,143073280.0,151366192.0
15986,-1,36,1,1,0,1,348.74948120117205,0.0,0.0,0,1296,46656,1,121626.203125,0.0
13781,-1,26,12,0,0,0,0.0,1972.93542480469,0.0,0,676,17576,144,0.0,3892474.25
9218,-1,52,12,1,1,0,0.0,0.0,0.0,0,2704,140608,144,0.0,0.0
15349,-1,21,11,1,1,1,8103.52734375,15411.0966796875,20880.27734375,0,441,9261,121,65667156.0,237501904.0
12243,-1,34,18,0,0,0,22359.15234375,25243.548828125,25564.669921875,0,1156,39304,324,499931680.0,637236736.0
9064,-1,18,9,0,0,1,538.798400878906,4252.01611328125,0.0,0,324,5832,81,290303.71875,18079642.0
3077,-1,22,14,0,0,0,18881.455078125,24672.435546875,22793.931640625,0,484,10648,196,356509344.0,608729088.0
500,-1,34,12,0,1,0,19827.779296875,10283.61328125,21761.001953125,0,1156,39304,144,393140832.0,105752704.0
8576,-1,24,14,0,1,0,12272.84765625,8521.935546875,0.0,0,576,13824,196,150622784.0,72623384.0
975,-1,47,13,0,0,0,19984.521484375,12525.0966796875,16846.08203125,0,2209,103823,169,399381088.0,156878048.0
15164,-1,22,16,0,0,0,8563.955078125,15647.4189453125,23250.55078125,0,484,10648,256,73341328.0,244841712.0
