,treated,age,educ,black,married,nodegree,re74,re75,re78,hisp,age2,age3,educ2,re742,re752
10981,-1,25,16,0,1,0,10681.9228515625,10321.2099609375,11812.9462890625,0,625,15625,256,114103472.0,106527376.0
6961,-1,37,8,0,1,1,4782.5703125,4919.806640625,5950.8046875,0,1369,50653,64,22872978.0,24204498.0
558,-1,54,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2916,157464,169,668859712.0,637236736.0
358,-1,42,14,0,1,0,0.0,7095.04833984375,10790.359375,0,1764,74088,196,0.0,50339712.0
3582,-1,32,18,0,1,0,10619.2255859375,25243.548828125,25564.669921875,0,1024,32768,324,112767952.0,637236736.0
12196,-1,41,11,0,0,1,25862.322265625,23555.2734375,24908.55859375,0,1681,68921,121,668859712.0,554850880.0
5356,-1,40,12,0,1,0,0.0,0.0,1261.978515625,0,1600,64000,144,0.0,0.0
2151,-1,40,12,0,1,0,24100.94140625,25157.61328125,25564.669921875,0,1600,64000,144,580855360.0,632905536.0
2399,-1,51,9,0,1,1,23260.416015625,18603.2421875,25564.669921875,0,2601,132651,81,541046976.0,346080608.0
15825,-1,22,10,0,0,1,3644.236328125,3279.87084960938,1491.0261230468802,0,484,10648,100,13280458.0,10757553.0
187,-1,26,12,0,0,0,1201.03051757812,0.0,21659.0390625,0,676,17576,144,1442474.25,0.0
2748,-1,50,11,0,1,1,20368.537109375,19906.59765625,18731.662109375,0,2500,125000,121,414877312.0,396272640.0
8841,-1,26,12,0,1,0,25862.322265625,17806.548828125,25564.669921875,0,676,17576,144,668859712.0,317073184.0
2254,-1,54,10,0,1,1,25862.322265625,25243.548828125,25564.669921875,0,2916,157464,100,668859712.0,637236736.0
15535,-1,38,14,1,0,0,22410.09375,22042.451171875,25564.669921875,0,1444,54872,196,502212288.0,485869664.0
14047,-1,18,8,1,0,1,6912.29345703125,8711.7099609375,12358.2275390625,0,324,5832,64,47779800.0,75893888.0
15127,-1,20,9,0,0,1,6332.35009765625,152.17741394043,5098.15673828125,0,400,8000,81,40098656.0,23157.96484375
7707,-1,40,7,0,1,1,14888.46875,19988.951171875,9461.8828125,1,1600,64000,49,221666496.0,399558176.0
3936,-1,30,16,0,1,0,25862.322265625,25243.548828125,14879.228515625,0,900,27000,256,668859712.0,637236736.0
7482,-1,45,8,0,1,1,23540.58984375,21197.419921875,4017.9384765625,0,2025,91125,64,554159360.0,449330624.0
963,-1,55,12,0,1,0,16173.7470703125,15153.2900390625,4632.6728515625,0,3025,166375,144,261590096.0,229622192.0
12353,-1,37,6,1,1,1,14069.4951171875,14200.8388671875,15615.13671875,0,1369,50653,36,197950688.0,201663824.0
9950,-1,31,18,0,1,0,16591.0703125,17097.580078125,20890.62109375,0,961,29791,324,275263616.0,292327232.0
14556,-1,19,9,0,0,1,474.142578125,1312.30639648438,0.0,0,361,6859,81,224811.1875,1722148.125
1480,-1,43,12,0,1,0,21260.00390625,25145.080078125,21676.771484375,0,1849,79507,144,451987776.0,632275072.0
4979,-1,35,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,1225,42875,144,668859712.0,637236736.0
2112,-1,40,14,0,1,0,630.8839111328119,0.0,0.0,0,1600,64000,196,398014.5,0.0
14642,-1,47,11,0,0,1,12012.2646484375,23725.35546875,25564.669921875,0,2209,103823,121,144294496.0,562892480.0
12931,-1,37,8,0,1,1,20554.66796875,17829.822265625,4677.00439453125,0,1369,50653,64,422494368.0,317902560.0
1543,-1,50,14,0,1,0,25862.322265625,25157.61328125,25564.669921875,0,2500,125000,196,668859712.0,632905536.0
13225,-1,28,18,0,0,0,0.0,0.0,8878.181640625,0,784,21952,324,0.0,0.0
11726,-1,42,12,0,1,0,0.0,0.0,0.0,0,1764,74088,144,0.0,0.0
15191,-1,21,14,0,0,0,6169.73095703125,9028.5966796875,25564.669921875,1,441,9261,196,38065580.0,81515560.0
7612,-1,48,16,0,1,0,11144.3095703125,10140.38671875,707.8310546875,0,2304,110592,256,124195632.0,102827440.0
11390,-1,26,12,0,1,0,8544.3623046875,12226.11328125,13230.0859375,0,676,17576,144,73006128.0,149477840.0
2161,-1,33,12,0,1,0,23084.08203125,21576.966796875,25564.669921875,0,1089,35937,144,532874848.0,465565504.0
7905,-1,20,12,0,1,0,13877.486328125,18682.015625,5909.4287109375,0,400,8000,144,192584624.0,349017696.0
3988,-1,39,6,0,1,1,20288.20703125,17964.09765625,18090.328125,0,1521,59319,36,411611360.0,322708800.0
9489,-1,38,14,0,0,0,8440.521484375,0.0,5990.70361328125,0,1444,54872,196,71242400.0,0.0
13459,-1,27,16,0,0,0,15834.7939453125,15701.12890625,16500.294921875,0,729,19683,256,250740704.0,246525456.0
10633,-1,23,16,0,1,0,3089.763671875,9535.2578125,19671.49609375,0,529,12167,256,9546640.0,90921144.0
5168,-1,52,12,0,1,0,4427.94287109375,0.0,0.0,1,2704,140608,144,19606678.0,0.0
14386,-1,28,7,0,1,1,5558.43994140625,0.0,20654.18359375,0,784,21952,49,30896254.0,0.0
9644,-1,34,18,0,1,0,25832.93359375,25243.548828125,23962.814453125,0,1156,39304,324,667340480.0,637236736.0
13882,-1,34,10,0,1,1,25862.322265625,25243.548828125,25564.669921875,0,1156,39304,100,668859712.0,637236736.0
3977,-1,16,10,0,0,1,0.0,0.0,13535.9755859375,0,256,4096,100,0.0,0.0
6660,-1,26,12,0,1,0,12633.3525390625,12784.693359375,23885.97265625,0,676,17576,144,159601600.0,163448384.0
8573,-1,24,14,0,1,0,0.0,18742.88671875,22906.240234375,0,576,13824,196,0.0,351295808.0
5785,-1,31,12,0,1,0,22780.39453125,13629.7255859375,25564.669921875,0,961,29791,144,518946368.0,185769424.0
8080,-1,29,16,0,1,0,650.4765625,476.2257995605471,681.23193359375,0,841,24389,256,423119.75,226791.015625
10054,-1,30,18,0,1,0,0.0,0.0,24855.361328125,0,900,27000,324,0.0,0.0
812,-1,50,6,0,1,1,25862.322265625,25243.548828125,25564.669921875,0,2500,125000,36,668859712.0,637236736.0
13811,-1,25,12,0,0,0,5866.044921875,6103.20947265625,13804.921875,0,625,15625,144,34410484.0,37249164.0
1941,-1,41,12,0,1,0,20298.00390625,15685.0166015625,25564.669921875,0,1681,68921,144,412008960.0,246019744.0
8340,-1,28,14,0,1,0,16046.3955078125,18674.85546875,23860.8515625,0,784,21952,196,257486816.0,348750240.0
12422,-1,29,8,0,1,1,9786.5380859375,6337.74169921875,5151.35498046875,0,841,24389,64,95776328.0,40166968.0
2113,-1,33,14,0,1,0,19428.08984375,23687.7578125,25564.669921875,0,1089,35937,196,377450688.0,561109888.0
5187,-1,45,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2025,91125,144,668859712.0,637236736.0
3035,-1,36,12,0,1,0,15770.138671875,7014.48388671875,8595.935546875,0,1296,46656,144,248697280.0,49202984.0
10994,-1,28,12,0,1,0,11865.3193359375,15178.3544921875,18648.91015625,0,784,21952,144,140785808.0,230382448.0
3896,-1,39,12,0,1,0,25862.322265625,25243.548828125,22470.310546875,0,1521,59319,144,668859712.0,637236736.0
14712,-1,17,11,0,1,1,1643.82482910156,694.645141601562,2343.67431640625,0,289,4913,121,2702160.0,482531.875
2230,-1,32,12,0,1,0,25862.322265625,21226.064453125,25564.669921875,0,1024,32768,144,668859712.0,450545824.0
15882,-1,24,6,1,1,1,2874.24438476562,2903.9033203125,5401.0908203125,0,576,13824,36,8261281.0,8432654.0
15714,-1,51,4,1,0,1,0.0,0.0,0.0,0,2601,132651,16,0.0,0.0
11105,-1,24,14,0,1,0,20903.41796875,23843.515625,20466.513671875,0,576,13824,196,436952896.0,568513216.0
2012,-1,41,5,0,1,1,12976.2236328125,11909.2255859375,16732.298828125,0,1681,68921,25,168382384.0,141829648.0
7868,-1,31,9,0,1,1,19794.47265625,17428.791015625,19235.56640625,0,961,29791,81,391821152.0,303762752.0
13794,-1,26,12,0,0,0,23258.45703125,16154.0810546875,21613.228515625,0,676,17576,144,540955840.0,260954336.0
14297,-1,17,10,0,0,1,0.0,1512.82263183594,868.903198242188,0,289,4913,100,0.0,2288632.25
6498,-1,17,8,0,0,1,0.0,2311.30639648438,6385.25634765625,0,289,4913,64,0.0,5342137.5
15230,-1,23,11,0,0,1,16154.1552734375,16898.85546875,0.0,0,529,12167,121,260956736.0,285571328.0
3434,-1,34,12,0,1,0,20593.853515625,9279.2421875,8334.3779296875,0,1156,39304,144,424106816.0,86104336.0
6861,-1,50,8,0,1,1,21542.138671875,19638.048828125,17302.701171875,0,2500,125000,64,464063744.0,385652960.0
6115,-1,29,12,0,1,0,21050.36328125,20160.822265625,24233.23828125,0,841,24389,144,443117792.0,406458752.0
2560,-1,28,12,0,1,0,16779.16015625,17138.7578125,18314.943359375,0,784,21952,144,281540224.0,293737024.0
11558,-1,25,11,0,1,1,12627.474609375,3381.91943359375,17178.572265625,1,625,15625,121,159453120.0,11437379.0
3727,-1,31,17,0,1,0,23187.921875,22706.662109375,22878.162109375,0,961,29791,289,537679744.0,515592512.0
15053,-1,32,11,0,0,1,25838.810546875,25243.548828125,25564.669921875,0,1024,32768,121,667644160.0,637236736.0
12361,-1,21,8,0,1,1,12694.08984375,14002.11328125,2164.86938476562,0,441,9261,64,161139920.0,196059184.0
11619,-1,35,12,1,1,0,19412.416015625,16682.2265625,21831.931640625,0,1225,42875,144,376841888.0,278296672.0
9647,-1,26,13,0,0,0,23699.291015625,14356.5966796875,25564.669921875,1,676,17576,169,561656384.0,206111872.0
9909,-1,38,12,1,1,0,25838.810546875,22923.291015625,25564.669921875,0,1444,54872,144,667644160.0,525477280.0
12488,-1,17,10,0,0,1,0.0,118.161293029785,367.953918457031,0,289,4913,100,0.0,13962.0908203125
15510,-1,17,10,0,0,1,1767.25866699219,2112.58056640625,3332.2734375,1,289,4913,100,3123203.25,4462996.5
4772,-1,36,12,0,1,0,12811.6455078125,13676.2744140625,18586.845703125,0,1296,46656,144,164138256.0,187040480.0
10645,-1,23,16,0,1,0,6927.96728515625,14809.548828125,2751.52685546875,0,529,12167,256,47996732.0,219322736.0
2382,-1,51,10,0,1,1,7094.5048828125,14080.88671875,22675.71484375,0,2601,132651,100,50332000.0,198271376.0
5418,-1,33,12,0,1,0,0.0,13964.5166015625,8423.041015625,0,1089,35937,144,0.0,195007728.0
7021,-1,20,12,0,0,0,5783.75537109375,11839.4033203125,16266.814453125,0,400,8000,144,33451826.0,140171472.0
1311,-1,51,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2601,132651,144,668859712.0,637236736.0
7030,-1,20,12,0,0,0,8695.2255859375,15778.11328125,22551.5859375,0,400,8000,144,75606944.0,248948864.0
15262,-1,27,12,0,0,0,15846.5498046875,12884.951171875,25564.669921875,0,729,19683,144,251113136.0,166021968.0
12320,-1,19,12,1,0,0,0.0,4821.3388671875,16523.939453125,0,361,6859,144,0.0,23245308.0
10393,-1,21,12,0,1,0,3607.01025390625,12618.193359375,16507.68359375,0,441,9261,144,13010523.0,159218800.0
9200,-1,19,12,0,0,0,0.0,0.0,10806.6142578125,0,361,6859,144,0.0,0.0
10587,-1,29,12,0,1,0,19586.791015625,21195.62890625,25564.669921875,0,841,24389,144,383642368.0,449254688.0
3344,-1,52,8,0,1,1,25862.322265625,0.0,22810.1875,0,2704,140608,64,668859712.0,0.0
13725,-1,26,13,0,0,0,58.778003692627,50.12903213500979,31.0322589874268,0,676,17576,169,3454.85375976562,2512.919921875
1464,-1,47,12,0,1,0,24710.2734375,25243.548828125,25564.669921875,0,2209,103823,144,610597632.0,637236736.0
7607,-1,40,8,0,1,1,0.0,0.0,1691.99694824219,0,1600,64000,64,0.0,0.0
3030,-1,36,13,0,1,0,25862.322265625,12064.9833984375,25564.669921875,0,1296,46656,169,668859712.0,145563824.0
2930,-1,53,5,0,1,1,25742.806640625,19134.966796875,21964.927734375,1,2809,148877,25,662692096.0,366146944.0
73,-1,52,12,0,1,0,16432.37109375,19664.90234375,21861.486328125,0,2704,140608,144,270022816.0,386708384.0
9651,-1,41,8,0,1,1,15732.912109375,12419.4677734375,14828.986328125,0,1681,68921,64,247524528.0,154243184.0
11860,-1,27,16,0,0,0,11316.724609375,1761.67736816406,5532.6083984375,0,729,19683,256,128068256.0,3103507.25
5640,-1,39,17,0,1,0,22237.677734375,24795.966796875,15007.791015625,0,1521,59319,289,494514304.0,614840000.0
10920,-1,26,16,0,1,0,15272.484375,15164.0322265625,14783.1767578125,0,676,17576,256,233248784.0,229947872.0
5951,-1,29,17,0,1,0,0.0,553.209655761719,0.0,0,841,24389,289,0.0,306040.9375
14970,-1,17,11,0,0,1,2601.90625,1702.59680175781,23874.150390625,1,289,4913,121,6769916.0,2898835.75
6314,-1,28,12,0,1,0,15472.330078125,17611.40234375,975.299560546875,0,784,21952,144,239392992.0,310161504.0
3626,-1,48,12,0,1,0,12014.2236328125,13149.9189453125,13633.505859375,0,2304,110592,144,144341568.0,172920368.0
4457,-1,53,9,0,1,1,0.0,7340.32275390625,0.0,0,2809,148877,81,0.0,53880340.0
3990,-1,37,12,1,1,0,0.0,4305.7255859375,6896.5498046875,0,1369,50653,144,0.0,18539272.0
4645,-1,42,11,0,1,1,15585.9677734375,8860.306640625,21780.212890625,0,1764,74088,121,242922384.0,78505032.0
2632,-1,47,12,0,1,0,0.0,0.0,0.0,0,2209,103823,144,0.0,0.0
11091,-1,25,15,0,1,0,24686.76171875,24706.451171875,25564.669921875,0,625,15625,225,609436224.0,610408704.0
6018,-1,29,16,0,1,0,10897.4423828125,15264.2900390625,8253.1025390625,0,841,24389,256,118754248.0,232998544.0
2197,-1,54,14,0,1,0,25862.322265625,23326.11328125,25564.669921875,0,2916,157464,196,668859712.0,544107584.0
2013,-1,50,12,0,0,0,4649.34033203125,0.0,5516.353515625,0,2500,125000,144,21616366.0,0.0
14246,-1,42,12,1,1,0,2991.80029296875,0.0,0.0,0,1764,74088,144,8950869.0,0.0
6407,-1,24,14,0,1,0,14461.3486328125,14660.951171875,10728.294921875,0,576,13824,196,209130608.0,214943488.0
6575,-1,24,12,0,1,0,19296.818359375,17149.5,16531.328125,0,576,13824,144,372367200.0,294105344.0
6790,-1,18,12,0,0,0,474.142578125,1919.2258300781202,261.5576171875,0,324,5832,144,224811.1875,3683427.75
6969,-1,42,16,0,1,0,19984.521484375,25243.548828125,25564.669921875,0,1764,74088,256,399381088.0,637236736.0
6306,-1,25,16,0,1,0,14435.8779296875,12134.806640625,12197.1552734375,0,625,15625,256,208394576.0,147253536.0
15617,-1,25,3,0,0,1,10695.6376953125,10102.7900390625,18733.140625,1,625,15625,9,114396664.0,102066368.0
15430,-1,18,10,1,0,1,0.0,0.0,362.04299926757795,0,324,5832,100,0.0,0.0
10893,-1,17,11,0,0,1,1561.53564453125,2477.80639648438,14264.494140625,0,289,4913,121,2438393.5,6139524.5
8620,-1,23,12,0,1,0,15862.2236328125,13072.935546875,25564.669921875,0,529,12167,144,251610144.0,170901648.0
9146,-1,19,13,0,0,0,3848.0,0.0,12154.30078125,0,361,6859,169,14807104.0,0.0
5677,-1,51,11,0,1,1,25862.322265625,25243.548828125,25564.669921875,0,2601,132651,121,668859712.0,637236736.0
13172,-1,21,12,0,0,0,9471.095703125,8962.3544921875,14364.98046875,0,441,9261,144,89701656.0,80323800.0
15277,-1,27,17,0,0,0,3579.58056640625,2830.5,25564.669921875,1,729,19683,289,12813397.0,8011730.0
1695,-1,42,12,0,1,0,5869.96337890625,5340.5322265625,2255.0107421875,0,1764,74088,144,34456472.0,28521284.0
13480,-1,26,17,0,0,0,15280.322265625,15181.935546875,17595.291015625,0,676,17576,289,233488256.0,230491168.0
9376,-1,42,12,0,1,0,21834.068359375,11189.5166015625,14670.869140625,1,1764,74088,144,476726528.0,125205280.0
13972,-1,38,12,1,1,0,13321.0546875,20934.2421875,16698.310546875,0,1444,54872,144,177450496.0,438242496.0
11875,-1,25,16,0,0,0,9326.1103515625,12696.9677734375,12262.1748046875,0,625,15625,256,86976336.0,161212992.0
3297,-1,41,12,0,1,0,21577.40625,24233.806640625,25564.669921875,0,1681,68921,144,465584448.0,587277376.0
2295,-1,44,13,0,1,0,0.0,0.0,0.0,0,1936,85184,169,0.0,0.0
11431,-1,25,12,0,1,0,14042.0654296875,13499.0322265625,13188.7099609375,0,625,15625,144,197179600.0,182223872.0
5088,-1,34,17,0,1,0,17678.46484375,18465.38671875,21036.916015625,0,1156,39304,289,312528128.0,340970496.0
873,-1,46,12,0,1,0,987.470458984375,15697.548828125,2419.03833007812,0,2116,97336,144,975097.9375,246413040.0
9400,-1,21,12,0,0,0,12364.9326171875,17038.5,23302.26953125,0,441,9261,144,152891552.0,290310496.0
1143,-1,40,12,0,1,0,24959.099609375,25243.548828125,25564.669921875,0,1600,64000,144,622956672.0,637236736.0
5868,-1,30,16,0,1,0,23468.09765625,23689.548828125,24750.443359375,0,900,27000,256,550751616.0,561194752.0
5612,-1,31,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,961,29791,324,668859712.0,637236736.0
15190,-1,29,10,0,0,1,8209.328125,15217.7421875,11304.6083984375,0,841,24389,100,67393072.0,231579680.0
7046,-1,46,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2116,97336,196,668859712.0,637236736.0
10986,-1,24,15,0,1,0,9647.4296875,9062.61328125,19727.650390625,0,576,13824,225,93072896.0,82130960.0
11688,-1,20,14,0,0,0,3552.15063476562,4117.74169921875,21087.158203125,0,400,8000,196,12617774.0,16955796.0
7226,-1,24,14,0,0,0,16579.31640625,19185.09765625,21434.423828125,0,576,13824,196,274873728.0,368067968.0
12651,-1,36,9,1,1,1,18904.96484375,18938.033203125,10997.2412109375,0,1296,46656,81,357397696.0,358649088.0
9618,-1,35,10,0,1,1,25862.322265625,25243.548828125,0.0,0,1225,42875,100,668859712.0,637236736.0
2150,-1,40,12,0,1,0,6449.90625,23566.015625,23030.369140625,0,1600,64000,144,41601292.0,555357120.0
11174,-1,26,14,0,1,0,13877.486328125,17742.09765625,20153.234375,0,676,17576,196,192584624.0,314782016.0
14969,-1,17,11,0,0,1,670.069274902344,683.9031982421881,1563.43469238281,1,289,4913,121,448992.84375,467723.59375
4614,-1,51,12,0,0,0,19208.65234375,19414.2578125,22492.4765625,0,2601,132651,144,368972320.0,376913408.0
2506,-1,54,2,0,1,1,12968.38671875,13345.064453125,3924.841796875,1,2916,157464,4,168179056.0,178090752.0
9934,-1,32,12,0,1,0,25862.322265625,23274.193359375,5039.0478515625,0,1024,32768,144,668859712.0,541688064.0
12108,-1,48,9,0,1,1,18485.681640625,17976.62890625,14865.9296875,0,2304,110592,81,341720416.0,323159200.0
7748,-1,19,12,0,1,0,14510.330078125,16868.419921875,18722.794921875,0,361,6859,144,210549680.0,284543584.0
14119,-1,35,12,0,0,0,2002.37072753906,9150.3388671875,9877.1240234375,1,1225,42875,144,4009488.5,83728704.0
6641,-1,26,12,0,1,0,12190.5576171875,13019.2255859375,25564.669921875,0,676,17576,144,148609696.0,169500240.0
2621,-1,27,12,0,1,0,13834.3828125,14517.7255859375,13129.6005859375,0,729,19683,144,191390144.0,210764352.0
9250,-1,20,13,0,0,0,7921.31591796875,950.6613159179692,6794.5869140625,0,400,8000,169,62747244.0,903756.9375
3787,-1,44,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,1936,85184,144,668859712.0,637236736.0
5364,-1,40,12,0,1,0,21685.1640625,22549.11328125,21138.87890625,0,1600,64000,144,470246336.0,508462496.0
15358,-1,42,8,0,0,1,17925.33203125,300.774200439453,14116.7216796875,0,1764,74088,64,321317536.0,90465.1171875
1082,-1,52,12,0,1,0,0.0,0.0,0.0,0,2704,140608,144,0.0,0.0
2785,-1,50,10,0,1,1,25862.322265625,25243.548828125,25564.669921875,0,2500,125000,100,668859712.0,637236736.0
701,-1,43,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,1849,79507,144,668859712.0,637236736.0
8922,-1,25,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,625,15625,144,668859712.0,637236736.0
1622,-1,50,12,0,1,0,25862.322265625,20495.61328125,17193.349609375,0,2500,125000,144,668859712.0,420070176.0
6605,-1,43,12,0,1,0,13959.7763671875,15199.8388671875,13608.3837890625,0,1849,79507,144,194875360.0,231035104.0
15521,-1,18,10,0,0,1,0.0,1033.01611328125,4864.67578125,0,324,5832,100,0.0,1067122.25
10755,-1,28,14,0,1,0,24322.337890625,23970.62890625,25564.669921875,0,784,21952,196,591576128.0,574591040.0
6747,-1,32,17,0,0,0,23511.201171875,23274.193359375,21427.03515625,0,1024,32768,289,552776576.0,541688064.0
10712,-1,22,12,0,1,0,15977.8203125,17333.90234375,8850.1044921875,0,484,10648,144,255290736.0,300464160.0
6427,-1,38,12,0,1,0,18303.470703125,17614.984375,17805.126953125,0,1444,54872,144,335017024.0,310287680.0
4008,-1,30,12,0,1,0,9584.7333984375,9606.87109375,25564.669921875,0,900,27000,144,91867112.0,92291976.0
14332,-1,29,5,0,1,1,25862.322265625,25243.548828125,25564.669921875,0,841,24389,25,668859712.0,637236736.0
15273,-1,24,12,0,0,0,9784.578125,2413.35473632812,0.0,0,576,13824,144,95737968.0,5824281.0
6084,-1,28,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,784,21952,256,668859712.0,637236736.0
6788,-1,18,12,0,0,0,3781.38500976562,10258.548828125,16597.82421875,0,324,5832,144,14298873.0,105237824.0
4376,-1,18,12,0,0,0,470.224029541016,5218.79052734375,14128.5439453125,0,324,5832,144,221110.640625,27235774.0
3821,-1,52,16,0,0,0,25862.322265625,25243.548828125,24358.845703125,0,2704,140608,256,668859712.0,637236736.0
15047,-1,24,14,1,0,0,6763.38916015625,6563.32275390625,4122.85693359375,0,576,13824,196,45743432.0,43077204.0
14094,-1,16,9,0,0,1,0.0,701.8064575195309,5408.4794921875,0,256,4096,81,0.0,492532.3125
7227,-1,35,15,0,1,0,14296.76953125,12654.0,22028.470703125,0,1225,42875,225,204397616.0,160123712.0
2756,-1,37,15,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,1369,50653,225,668859712.0,637236736.0
